path,size_bytes,reason
.mypy_cache/3.10/onnx/reference/ops/aionnxml/op_svm_classifier.data.json,8140,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/aionnxml/op_svm_classifier.meta.json,2352,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/aionnxml/op_svm_helper.data.json,12121,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/aionnxml/op_svm_helper.meta.json,1944,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/aionnxml/op_svm_regressor.data.json,4146,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/aionnxml/op_svm_regressor.meta.json,2024,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/aionnxml/op_tree_ensemble.data.json,27509,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/aionnxml/op_tree_ensemble.meta.json,2072,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/aionnxml/op_tree_ensemble_classifier.data.json,5306,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/aionnxml/op_tree_ensemble_classifier.meta.json,2466,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/aionnxml/op_tree_ensemble_helper.data.json,10866,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/aionnxml/op_tree_ensemble_helper.meta.json,1940,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/aionnxml/op_tree_ensemble_regressor.data.json,4778,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/aionnxml/op_tree_ensemble_regressor.meta.json,2353,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/experimental/__init__.data.json,2636,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/experimental/__init__.meta.json,1925,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/experimental/_op_list.data.json,5124,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/experimental/_op_list.meta.json,2015,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/experimental/_op_run_experimental.data.json,3611,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/experimental/_op_run_experimental.meta.json,1939,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/experimental/op_im2col.data.json,3722,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/experimental/op_im2col.meta.json,2031,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_abs.data.json,3272,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_abs.meta.json,1928,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_acos.data.json,3295,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_acos.meta.json,1930,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_acosh.data.json,3318,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_acosh.meta.json,1932,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_add.data.json,3360,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_add.meta.json,1928,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_affine_grid.data.json,4086,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_affine_grid.meta.json,1915,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_and.data.json,3234,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_and.meta.json,1928,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_argmax.data.json,6558,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_argmax.meta.json,1905,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_argmin.data.json,6558,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_argmin.meta.json,1905,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_asin.data.json,3295,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_asin.meta.json,1930,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_asinh.data.json,3318,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_asinh.meta.json,1932,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_atan.data.json,3295,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_atan.meta.json,1930,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_atanh.data.json,3318,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_atanh.meta.json,1932,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_attention.data.json,15376,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_attention.meta.json,1923,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_attribute_has_value.data.json,3774,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_attribute_has_value.meta.json,1931,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_average_pool.data.json,8321,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_average_pool.meta.json,1945,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_batch_normalization.data.json,13247,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_batch_normalization.meta.json,1931,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_bernoulli.data.json,3488,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_bernoulli.meta.json,1959,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_bitcast.data.json,3925,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_bitcast.meta.json,1918,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_bitshift.data.json,3475,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_bitshift.meta.json,2011,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_bitwise_and.data.json,3410,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_bitwise_and.meta.json,1944,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_bitwise_not.data.json,3400,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_bitwise_not.meta.json,1944,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_bitwise_or.data.json,3387,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_bitwise_or.meta.json,1942,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_bitwise_xor.data.json,3410,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_bitwise_xor.meta.json,1944,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_blackman_window.data.json,3582,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_blackman_window.meta.json,1966,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_cast.data.json,8642,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_cast.meta.json,1937,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_cast_like.data.json,7279,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_cast_like.meta.json,1948,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_ceil.data.json,3295,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_ceil.meta.json,1930,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_celu.data.json,4643,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_celu.meta.json,1900,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_center_crop_pad.data.json,3459,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_center_crop_pad.meta.json,1923,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_clip.data.json,4588,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_clip.meta.json,1900,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_col2im.data.json,5138,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_col2im.meta.json,1949,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_compress.data.json,3309,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_compress.meta.json,1908,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_concat.data.json,4780,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_concat.meta.json,1904,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_concat_from_sequence.data.json,4961,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_concat_from_sequence.meta.json,1932,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_constant.data.json,12151,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_constant.meta.json,2173,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_constant_of_shape.data.json,4260,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_constant_of_shape.meta.json,1926,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_conv.data.json,3680,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_conv.meta.json,1902,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_conv_integer.data.json,3613,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_conv_integer.meta.json,1950,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_conv_transpose.data.json,3683,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_conv_transpose.meta.json,1956,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_cos.data.json,3272,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_cos.meta.json,1928,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_cosh.data.json,3295,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_cosh.meta.json,1930,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_cum_prod.data.json,3313,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_cum_prod.meta.json,1909,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_cum_sum.data.json,3290,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_cum_sum.meta.json,1907,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_deform_conv.data.json,4017,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_deform_conv.meta.json,1982,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_depth_to_space.data.json,3434,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_depth_to_space.meta.json,1921,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_dequantize_linear.data.json,17326,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_dequantize_linear.meta.json,1957,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_det.data.json,3171,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_det.meta.json,1898,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_dft.data.json,15316,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_dft.meta.json,1899,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_div.data.json,3642,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_div.meta.json,1929,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_dropout.data.json,10519,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_dropout.meta.json,1950,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_dynamic_quantize_linear.data.json,3615,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_dynamic_quantize_linear.meta.json,1938,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_einsum.data.json,3256,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_einsum.meta.json,1904,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_elu.data.json,3282,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_elu.meta.json,1928,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_equal.data.json,3357,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_equal.meta.json,1932,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_erf.data.json,3920,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_erf.meta.json,2094,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_exp.data.json,3272,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_exp.meta.json,1928,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_expand.data.json,5173,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_expand.meta.json,1904,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_eyelike.data.json,3512,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_eyelike.meta.json,1944,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_flatten.data.json,3325,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_flatten.meta.json,1936,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_floor.data.json,3318,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_floor.meta.json,1932,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_gather.data.json,3261,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_gather.meta.json,1904,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_gather_elements.data.json,7208,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_gather_elements.meta.json,1923,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_gathernd.data.json,5452,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_gathernd.meta.json,1909,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_gemm.data.json,5883,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_gemm.meta.json,1901,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_global_average_pool.data.json,4992,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_global_average_pool.meta.json,1930,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_global_max_pool.data.json,4880,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_global_max_pool.meta.json,1922,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_greater.data.json,3403,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_greater.meta.json,1936,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_greater_or_equal.data.json,3594,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_greater_or_equal.meta.json,1954,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_grid_sample.data.json,12848,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_grid_sample.meta.json,1968,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_gru.data.json,6570,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_gru.meta.json,1923,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_hamming_window.data.json,3559,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_hamming_window.meta.json,1964,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_hann_window.data.json,3490,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_hann_window.meta.json,1958,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_hard_sigmoid.data.json,3490,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_hard_sigmoid.meta.json,1946,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_hardmax.data.json,3373,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_hardmax.meta.json,1936,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_identity.data.json,3218,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_identity.meta.json,1895,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_if.data.json,5708,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_if.meta.json,1897,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_image_decoder.data.json,5019,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_image_decoder.meta.json,1960,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_instance_normalization.data.json,3627,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_instance_normalization.meta.json,1936,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_isinf.data.json,3260,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_isinf.meta.json,1902,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_isnan.data.json,3273,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_isnan.meta.json,1932,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_layer_normalization.data.json,6955,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_layer_normalization.meta.json,1931,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_leaky_relu.data.json,4990,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_leaky_relu.meta.json,1942,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_less.data.json,3334,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_less.meta.json,1930,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_less_or_equal.data.json,3525,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_less_or_equal.meta.json,1948,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_log.data.json,3272,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_log.meta.json,1928,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_log_softmax.data.json,3484,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_log_softmax.meta.json,1981,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_loop.data.json,5073,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_loop.meta.json,1925,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_lp_normalization.data.json,3578,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_lp_normalization.meta.json,1954,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_lp_pool.data.json,3448,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_lp_pool.meta.json,1948,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_lrn.data.json,3277,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_lrn.meta.json,1911,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_lstm.data.json,14719,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_lstm.meta.json,1925,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_matmul.data.json,3648,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_matmul.meta.json,1934,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_matmul_integer.data.json,3456,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_matmul_integer.meta.json,1920,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_max.data.json,3636,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_max.meta.json,1928,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_max_pool.data.json,5166,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_max_pool.meta.json,1952,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_max_unpool.data.json,3391,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_max_unpool.meta.json,1913,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_mean.data.json,3129,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_mean.meta.json,1887,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_mel_weight_matrix.data.json,3702,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_mel_weight_matrix.meta.json,2199,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_min.data.json,3636,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_min.meta.json,1928,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_mod.data.json,3186,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_mod.meta.json,1898,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_mul.data.json,3360,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_mul.meta.json,1928,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_neg.data.json,3272,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_neg.meta.json,1928,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_negative_log_likelihood_loss.data.json,4215,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_negative_log_likelihood_loss.meta.json,1949,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_non_max_suppression.data.json,40437,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_non_max_suppression.meta.json,1951,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_non_zero.data.json,3278,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_non_zero.meta.json,1908,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_not.data.json,3224,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_not.meta.json,1928,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_one_hot.data.json,3605,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_one_hot.meta.json,1959,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_optional.data.json,3348,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_optional.meta.json,1913,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_optional_get_element.data.json,3478,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_optional_get_element.meta.json,1919,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_optional_has_element.data.json,3546,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_optional_has_element.meta.json,1932,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_or.data.json,3211,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_or.meta.json,1926,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_pad.data.json,7656,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_pad.meta.json,1899,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_pool_common.data.json,11900,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_pool_common.meta.json,1953,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_pow.data.json,3369,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_pow.meta.json,1898,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_prelu.data.json,3227,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_prelu.meta.json,1903,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_qlinear_conv.data.json,3672,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_qlinear_conv.meta.json,1950,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_qlinear_matmul.data.json,3509,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_qlinear_matmul.meta.json,1920,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_quantize_linear.data.json,21805,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_quantize_linear.meta.json,1979,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_random_normal.data.json,3474,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_random_normal.meta.json,1949,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_random_normal_like.data.json,3698,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_random_normal_like.meta.json,1977,Mypy type checking cache — auto-generated
.mypy_cache/3.10/onnx/reference/ops/op_random_uniform.data.json,3495,Mypy type checking cache — auto-generated
